"version","task","concept","price","type","freshness"
496,5,2,"1","2","1"
496,5,3,"1","1","1"
496,6,1,"2","1","1"
496,6,2,"2","1","2"
496,6,3,"1","2","1"
497,1,1,"1","2","1"
497,1,2,"2","2","1"
497,1,3,"2","2","2"
497,2,1,"1","1","2"
497,2,2,"2","1","1"
497,2,3,"1","2","1"
497,3,1,"1","1","2"
497,3,2,"2","1","1"
497,3,3,"1","1","1"
497,4,1,"2","1","1"
497,4,2,"2","2","1"
497,4,3,"1","1","1"
497,5,1,"1","2","2"
497,5,2,"2","2","1"
497,5,3,"2","2","2"
497,6,1,"2","2","2"
497,6,2,"1","1","2"
497,6,3,"1","2","2"
498,1,1,"1","1","2"
498,1,2,"1","2","1"
498,1,3,"2","1","1"
498,2,1,"1","2","2"
498,2,2,"2","2","1"
498,2,3,"2","2","2"
498,3,1,"2","1","2"
498,3,2,"1","2","2"
498,3,3,"1","1","1"
498,4,1,"2","2","2"
498,4,2,"2","1","1"
498,4,3,"2","2","1"
498,5,1,"2","1","2"
498,5,2,"2","2","2"
498,5,3,"2","2","1"
498,6,1,"1","1","1"
498,6,2,"2","2","1"
498,6,3,"1","1","2"
499,1,1,"1","1","1"
499,1,2,"2","2","1"
499,1,3,"2","2","2"
499,2,1,"1","1","1"
499,2,2,"2","1","1"
499,2,3,"1","2","2"
499,3,1,"2","1","2"
499,3,2,"1","1","1"
499,3,3,"1","1","2"
499,4,1,"1","1","2"
499,4,2,"2","1","2"
499,4,3,"2","1","1"
499,5,1,"1","1","2"
499,5,2,"1","2","1"
499,5,3,"2","1","1"
499,6,1,"1","2","2"
499,6,2,"1","2","1"
499,6,3,"1","1","1"
500,1,1,"2","2","2"
500,1,2,"1","1","2"
500,1,3,"2","1","2"
500,2,1,"1","2","1"
500,2,2,"1","2","2"
500,2,3,"2","2","2"
500,3,1,"2","1","1"
500,3,2,"1","1","1"
500,3,3,"2","2","1"
500,4,1,"1","1","1"
500,4,2,"1","2","1"
500,4,3,"2","1","2"
500,5,1,"2","1","2"
500,5,2,"2","2","1"
500,5,3,"1","1","2"
500,6,1,"2","1","2"
500,6,2,"1","2","1"
500,6,3,"1","2","2"
501,1,1,"2","2","2"
501,1,2,"1","2","1"
501,1,3,"2","2","1"
501,2,1,"2","1","1"
501,2,2,"1","2","2"
501,2,3,"2","2","1"
501,3,1,"2","2","2"
501,3,2,"2","1","2"
501,3,3,"1","2","2"
501,4,1,"2","2","1"
501,4,2,"2","1","1"
501,4,3,"2","2","2"
501,5,1,"1","2","1"
501,5,2,"1","1","2"
501,5,3,"2","2","2"
501,6,1,"1","1","1"
501,6,2,"2","2","1"
501,6,3,"2","1","1"
502,1,1,"2","1","2"
502,1,2,"2","2","2"
502,1,3,"2","1","1"
502,2,1,"1","1","2"
502,2,2,"2","1","2"
502,2,3,"1","2","1"
502,3,1,"2","1","2"
502,3,2,"1","2","2"
502,3,3,"1","2","1"
502,4,1,"2","2","1"
502,4,2,"1","1","1"
502,4,3,"2","1","2"
502,5,1,"1","2","1"
502,5,2,"2","2","1"
502,5,3,"1","1","2"
502,6,1,"1","1","1"
502,6,2,"1","2","1"
502,6,3,"1","1","2"
503,1,1,"1","1","1"
503,1,2,"1","2","2"
503,1,3,"2","2","2"
503,2,1,"2","2","2"
503,2,2,"2","2","1"
503,2,3,"2","1","2"
503,3,1,"2","2","1"
503,3,2,"1","2","1"
503,3,3,"1","1","2"
503,4,1,"1","2","2"
503,4,2,"1","1","2"
503,4,3,"2","2","1"
503,5,1,"2","2","2"
503,5,2,"1","2","1"
503,5,3,"1","2","2"
503,6,1,"2","1","2"
503,6,2,"2","1","1"
503,6,3,"1","2","1"
504,1,1,"2","1","1"
504,1,2,"1","2","2"
504,1,3,"2","2","1"
504,2,1,"2","2","2"
504,2,2,"2","1","2"
504,2,3,"1","1","1"
504,3,1,"2","1","2"
504,3,2,"2","2","1"
504,3,3,"1","2","1"
504,4,1,"1","2","2"
504,4,2,"2","2","2"
504,4,3,"2","1","1"
504,5,1,"1","1","2"
504,5,2,"1","1","1"
504,5,3,"1","2","2"
504,6,1,"1","1","2"
504,6,2,"2","1","2"
504,6,3,"2","2","2"
505,1,1,"1","1","1"
505,1,2,"2","1","1"
505,1,3,"1","1","2"
505,2,1,"2","1","1"
505,2,2,"1","1","2"
505,2,3,"1","1","1"
505,3,1,"1","2","1"
505,3,2,"1","1","2"
505,3,3,"2","2","2"
505,4,1,"1","1","1"
505,4,2,"2","2","2"
505,4,3,"1","1","2"
505,5,1,"2","2","1"
505,5,2,"1","2","2"
505,5,3,"2","2","2"
505,6,1,"1","2","2"
505,6,2,"2","2","2"
505,6,3,"2","1","2"
506,1,1,"2","1","1"
506,1,2,"1","1","2"
506,1,3,"2","2","2"
506,2,1,"2","2","1"
506,2,2,"1","2","2"
506,2,3,"2","2","2"
506,3,1,"2","1","2"
506,3,2,"1","1","2"
506,3,3,"2","2","1"
506,4,1,"2","1","2"
506,4,2,"1","1","1"
506,4,3,"1","2","1"
506,5,1,"2","1","1"
506,5,2,"2","1","2"
506,5,3,"1","1","1"
506,6,1,"2","1","1"
506,6,2,"1","1","1"
506,6,3,"2","2","1"
507,1,1,"2","2","2"
507,1,2,"1","2","2"
507,1,3,"2","1","2"
507,2,1,"2","1","1"
507,2,2,"2","2","2"
507,2,3,"2","1","2"
507,3,1,"1","2","1"
507,3,2,"2","1","1"
507,3,3,"1","1","2"
507,4,1,"1","2","1"
507,4,2,"1","1","2"
507,4,3,"1","2","2"
507,5,1,"1","1","1"
507,5,2,"2","2","2"
507,5,3,"1","2","1"
507,6,1,"2","1","1"
507,6,2,"1","1","2"
507,6,3,"2","2","2"
508,1,1,"1","2","1"
508,1,2,"2","2","2"
508,1,3,"2","2","1"
508,2,1,"1","1","1"
508,2,2,"2","1","2"
508,2,3,"2","2","1"
508,3,1,"1","2","2"
508,3,2,"2","1","2"
508,3,3,"1","1","2"
508,4,1,"2","1","1"
508,4,2,"1","1","2"
508,4,3,"1","2","1"
508,5,1,"2","2","1"
508,5,2,"2","2","2"
508,5,3,"1","1","1"
508,6,1,"2","1","2"
508,6,2,"1","2","1"
508,6,3,"1","1","1"
509,1,1,"2","1","1"
509,1,2,"1","2","2"
509,1,3,"1","1","2"
509,2,1,"1","1","1"
509,2,2,"2","2","2"
509,2,3,"1","2","1"
509,3,1,"2","2","2"
509,3,2,"1","1","2"
509,3,3,"2","1","2"
509,4,1,"2","1","2"
509,4,2,"1","2","1"
509,4,3,"1","2","2"
509,5,1,"2","1","2"
509,5,2,"2","2","1"
509,5,3,"2","1","1"
509,6,1,"1","2","1"
509,6,2,"2","2","2"
509,6,3,"1","1","2"
510,1,1,"1","2","2"
510,1,2,"1","1","2"
510,1,3,"1","1","1"
510,2,1,"1","1","1"
510,2,2,"1","2","1"
510,2,3,"2","1","1"
510,3,1,"2","2","1"
510,3,2,"1","1","1"
510,3,3,"2","1","2"
510,4,1,"1","2","2"
510,4,2,"2","2","1"
510,4,3,"2","1","1"
510,5,1,"1","1","1"
510,5,2,"2","2","1"
510,5,3,"1","2","1"
510,6,1,"1","1","2"
510,6,2,"2","1","2"
510,6,3,"1","1","1"
511,1,1,"2","1","1"
511,1,2,"1","2","1"
511,1,3,"1","1","1"
511,2,1,"2","1","1"
511,2,2,"1","2","2"
511,2,3,"2","2","1"
511,3,1,"1","2","2"
511,3,2,"1","1","2"
511,3,3,"1","1","1"
511,4,1,"1","1","2"
511,4,2,"2","1","1"
511,4,3,"2","2","2"
511,5,1,"2","2","2"
511,5,2,"1","2","2"
511,5,3,"2","1","1"
511,6,1,"1","2","1"
511,6,2,"2","2","1"
511,6,3,"1","1","2"
512,1,1,"1","2","2"
512,1,2,"1","1","1"
512,1,3,"2","1","2"
512,2,1,"2","2","2"
512,2,2,"1","1","1"
512,2,3,"2","1","2"
512,3,1,"1","1","2"
512,3,2,"2","1","1"
512,3,3,"2","2","1"
512,4,1,"2","1","2"
512,4,2,"2","2","2"
512,4,3,"1","1","2"
512,5,1,"1","1","2"
512,5,2,"2","2","1"
512,5,3,"1","2","2"
512,6,1,"1","2","1"
512,6,2,"1","1","1"
512,6,3,"2","1","1"
513,1,1,"1","2","1"
513,1,2,"1","1","1"
513,1,3,"1","1","2"
513,2,1,"2","1","2"
513,2,2,"1","2","1"
513,2,3,"2","1","1"
513,3,1,"1","1","2"
513,3,2,"1","1","1"
513,3,3,"2","2","2"
513,4,1,"1","1","1"
513,4,2,"1","2","2"
513,4,3,"2","2","1"
513,5,1,"1","2","1"
513,5,2,"1","1","1"
513,5,3,"2","1","1"
513,6,1,"2","2","1"
513,6,2,"1","1","2"
513,6,3,"1","2","2"
514,1,1,"2","2","2"
514,1,2,"1","2","1"
514,1,3,"2","1","1"
514,2,1,"1","2","1"
514,2,2,"1","2","2"
514,2,3,"2","2","1"
514,3,1,"1","2","1"
514,3,2,"2","1","1"
514,3,3,"1","1","1"
514,4,1,"2","1","1"
514,4,2,"2","2","2"
514,4,3,"1","2","2"
514,5,1,"2","1","1"
514,5,2,"2","1","2"
514,5,3,"1","2","2"
514,6,1,"1","2","1"
514,6,2,"1","1","2"
514,6,3,"2","1","1"
515,1,1,"2","2","1"
515,1,2,"1","2","1"
515,1,3,"1","2","2"
515,2,1,"2","2","1"
515,2,2,"1","1","1"
515,2,3,"2","2","2"
515,3,1,"1","2","1"
515,3,2,"2","2","1"
515,3,3,"2","1","2"
515,4,1,"2","1","1"
515,4,2,"2","2","2"
515,4,3,"1","2","2"
515,5,1,"1","2","1"
515,5,2,"1","2","2"
515,5,3,"1","1","1"
515,6,1,"1","1","2"
515,6,2,"2","2","1"
515,6,3,"1","2","2"
516,1,1,"2","2","1"
516,1,2,"2","1","1"
516,1,3,"1","1","1"
516,2,1,"1","2","1"
516,2,2,"2","2","1"
516,2,3,"1","1","2"
516,3,1,"2","1","1"
516,3,2,"2","2","2"
516,3,3,"1","1","2"
516,4,1,"1","1","2"
516,4,2,"2","1","1"
516,4,3,"1","2","2"
516,5,1,"2","1","1"
516,5,2,"1","2","1"
516,5,3,"1","2","2"
516,6,1,"1","1","1"
516,6,2,"1","2","1"
516,6,3,"1","1","2"
517,1,1,"1","2","2"
517,1,2,"1","2","1"
517,1,3,"2","1","2"
517,2,1,"1","2","1"
517,2,2,"1","2","2"
517,2,3,"1","1","1"
517,3,1,"1","1","2"
517,3,2,"2","2","1"
517,3,3,"2","2","2"
517,4,1,"1","1","1"
517,4,2,"2","2","1"
517,4,3,"1","2","2"
517,5,1,"1","1","2"
517,5,2,"1","2","2"
517,5,3,"2","2","2"
517,6,1,"2","2","1"
517,6,2,"2","1","2"
517,6,3,"1","1","2"
518,1,1,"1","2","1"
518,1,2,"2","1","1"
518,1,3,"1","1","1"
518,2,1,"2","2","2"
518,2,2,"2","1","2"
518,2,3,"2","2","1"
518,3,1,"2","1","2"
518,3,2,"2","2","1"
518,3,3,"2","1","1"
518,4,1,"2","2","2"
518,4,2,"1","1","2"
518,4,3,"2","1","2"
518,5,1,"2","2","1"
518,5,2,"1","1","2"
518,5,3,"1","2","1"
518,6,1,"1","2","2"
518,6,2,"1","1","2"
518,6,3,"2","2","2"
519,1,1,"2","1","1"
519,1,2,"1","2","2"
519,1,3,"1","1","2"
519,2,1,"1","2","1"
519,2,2,"2","2","1"
519,2,3,"2","1","1"
519,3,1,"2","2","2"
519,3,2,"1","1","2"
519,3,3,"2","1","1"
519,4,1,"1","2","1"
519,4,2,"1","2","2"
519,4,3,"2","1","2"
519,5,1,"2","1","2"
519,5,2,"2","1","1"
519,5,3,"1","2","1"
519,6,1,"2","2","2"
519,6,2,"1","2","2"
519,6,3,"1","2","1"
520,1,1,"2","2","1"
520,1,2,"2","1","2"
520,1,3,"1","1","1"
520,2,1,"1","2","1"
520,2,2,"1","1","1"
520,2,3,"2","2","1"
520,3,1,"1","2","2"
520,3,2,"2","2","1"
520,3,3,"1","2","1"
520,4,1,"2","2","2"
520,4,2,"2","1","2"
520,4,3,"2","2","1"
520,5,1,"1","1","1"
520,5,2,"2","1","1"
520,5,3,"2","2","1"
520,6,1,"2","2","2"
520,6,2,"2","1","2"
520,6,3,"2","2","1"
521,1,1,"1","2","2"
521,1,2,"1","2","1"
521,1,3,"2","2","2"
521,2,1,"1","1","1"
521,2,2,"2","2","1"
521,2,3,"2","1","2"
521,3,1,"2","1","1"
521,3,2,"2","2","2"
521,3,3,"2","1","2"
521,4,1,"2","1","2"
521,4,2,"2","1","1"
521,4,3,"1","1","1"
521,5,1,"1","2","1"
521,5,2,"2","2","1"
521,5,3,"2","2","2"
521,6,1,"1","1","1"
521,6,2,"1","2","1"
521,6,3,"1","1","2"
522,1,1,"1","1","2"
522,1,2,"1","1","1"
522,1,3,"2","1","1"
522,2,1,"1","1","2"
522,2,2,"1","2","2"
522,2,3,"1","1","1"
522,3,1,"2","1","2"
522,3,2,"1","1","1"
522,3,3,"2","1","1"
522,4,1,"2","2","2"
522,4,2,"1","1","1"
522,4,3,"1","1","2"
522,5,1,"1","2","1"
522,5,2,"2","2","2"
522,5,3,"2","1","1"
522,6,1,"1","1","1"
522,6,2,"1","1","2"
522,6,3,"2","1","1"
523,1,1,"1","2","1"
523,1,2,"2","1","2"
523,1,3,"1","2","2"
523,2,1,"2","2","2"
523,2,2,"2","1","2"
523,2,3,"1","1","1"
523,3,1,"1","2","2"
523,3,2,"2","2","1"
523,3,3,"1","1","2"
523,4,1,"2","1","1"
523,4,2,"1","2","1"
523,4,3,"2","2","2"
523,5,1,"1","1","1"
523,5,2,"1","1","2"
523,5,3,"2","2","1"
523,6,1,"1","2","1"
523,6,2,"2","1","1"
523,6,3,"1","1","1"
524,1,1,"1","2","2"
524,1,2,"1","1","2"
524,1,3,"1","2","1"
524,2,1,"2","2","1"
524,2,2,"2","2","2"
524,2,3,"2","1","2"
524,3,1,"1","2","1"
524,3,2,"2","2","1"
524,3,3,"2","1","1"
524,4,1,"2","2","1"
524,4,2,"2","1","2"
524,4,3,"1","1","1"
524,5,1,"1","2","2"
524,5,2,"1","1","1"
524,5,3,"2","1","1"
524,6,1,"1","2","2"
524,6,2,"2","2","2"
524,6,3,"2","1","2"
525,1,1,"1","2","1"
525,1,2,"1","2","2"
525,1,3,"2","2","1"
525,2,1,"2","2","1"
525,2,2,"1","1","2"
525,2,3,"2","1","1"
525,3,1,"1","2","1"
525,3,2,"2","1","1"
525,3,3,"2","2","1"
525,4,1,"1","2","1"
525,4,2,"2","2","2"
525,4,3,"2","1","1"
525,5,1,"1","2","1"
525,5,2,"2","1","1"
525,5,3,"1","1","1"
525,6,1,"2","2","2"
525,6,2,"1","1","1"
525,6,3,"2","1","1"
526,1,1,"1","2","1"
526,1,2,"1","1","1"
526,1,3,"2","1","2"
526,2,1,"2","2","2"
526,2,2,"2","2","1"
526,2,3,"2","1","2"
526,3,1,"1","1","1"
526,3,2,"2","2","1"
526,3,3,"2","2","2"
526,4,1,"1","1","2"
526,4,2,"1","1","1"
526,4,3,"2","1","2"
526,5,1,"2","2","1"
526,5,2,"2","2","2"
526,5,3,"1","1","2"
526,6,1,"1","2","2"
526,6,2,"1","1","2"
526,6,3,"2","2","2"
527,1,1,"1","1","2"
527,1,2,"2","1","2"
527,1,3,"2","1","1"
527,2,1,"1","2","1"
527,2,2,"1","1","1"
527,2,3,"2","2","2"
527,3,1,"1","1","1"
527,3,2,"2","1","2"
527,3,3,"2","2","2"
527,4,1,"1","2","1"
527,4,2,"2","2","2"
527,4,3,"2","2","1"
527,5,1,"1","2","1"
527,5,2,"2","2","1"
527,5,3,"1","1","2"
527,6,1,"2","1","1"
527,6,2,"1","2","2"
527,6,3,"1","2","1"
528,1,1,"1","2","2"
528,1,2,"2","2","2"
528,1,3,"2","2","1"
528,2,1,"1","2","2"
528,2,2,"2","1","1"
528,2,3,"2","2","1"
528,3,1,"1","2","2"
528,3,2,"2","1","2"
528,3,3,"1","1","2"
528,4,1,"1","1","1"
528,4,2,"1","2","1"
528,4,3,"2","1","2"
528,5,1,"2","1","1"
528,5,2,"2","2","2"
528,5,3,"1","2","1"
528,6,1,"2","2","1"
528,6,2,"1","2","1"
528,6,3,"2","2","2"
529,1,1,"2","2","2"
529,1,2,"1","1","1"
529,1,3,"1","2","2"
529,2,1,"2","2","2"
529,2,2,"2","1","1"
529,2,3,"1","2","1"
529,3,1,"1","1","1"
529,3,2,"1","1","2"
529,3,3,"2","2","1"
529,4,1,"1","2","2"
529,4,2,"1","2","1"
529,4,3,"1","1","1"
529,5,1,"2","2","2"
529,5,2,"2","1","1"
529,5,3,"2","1","2"
529,6,1,"2","2","2"
529,6,2,"1","1","1"
529,6,3,"2","1","1"
530,1,1,"2","2","1"
530,1,2,"1","2","1"
530,1,3,"2","1","2"
530,2,1,"2","1","2"
530,2,2,"1","1","1"
530,2,3,"1","1","2"
530,3,1,"1","1","2"
530,3,2,"2","1","2"
530,3,3,"2","1","1"
530,4,1,"2","2","2"
530,4,2,"2","2","1"
530,4,3,"2","1","1"
530,5,1,"2","2","2"
530,5,2,"2","1","2"
530,5,3,"1","2","1"
530,6,1,"2","1","1"
530,6,2,"2","2","1"
530,6,3,"1","1","2"
531,1,1,"2","2","1"
531,1,2,"1","2","1"
531,1,3,"1","1","2"
531,2,1,"1","2","1"
531,2,2,"1","2","2"
531,2,3,"1","1","2"
531,3,1,"1","2","2"
531,3,2,"1","1","2"
531,3,3,"2","2","1"
531,4,1,"1","2","1"
531,4,2,"2","1","1"
531,4,3,"2","2","1"
531,5,1,"1","1","1"
531,5,2,"1","2","2"
531,5,3,"1","1","2"
531,6,1,"2","2","2"
531,6,2,"1","2","2"
531,6,3,"2","1","2"
532,1,1,"2","2","1"
532,1,2,"2","1","2"
532,1,3,"2","2","2"
532,2,1,"1","2","1"
532,2,2,"1","1","2"
532,2,3,"2","2","1"
532,3,1,"1","1","1"
532,3,2,"1","2","1"
532,3,3,"2","2","1"
532,4,1,"1","1","1"
532,4,2,"1","2","1"
532,4,3,"2","2","1"
532,5,1,"1","2","2"
532,5,2,"1","2","1"
532,5,3,"2","1","2"
532,6,1,"2","1","2"
532,6,2,"2","2","2"
532,6,3,"2","2","1"
533,1,1,"2","1","2"
533,1,2,"2","2","1"
533,1,3,"1","1","1"
533,2,1,"1","1","2"
533,2,2,"2","2","2"
533,2,3,"2","1","1"
533,3,1,"2","1","1"
533,3,2,"1","1","2"
533,3,3,"1","2","2"
533,4,1,"2","2","2"
533,4,2,"1","1","1"
533,4,3,"1","2","1"
533,5,1,"2","2","1"
533,5,2,"2","1","1"
533,5,3,"2","2","2"
533,6,1,"2","2","2"
533,6,2,"1","2","1"
533,6,3,"2","2","1"
534,1,1,"2","1","1"
534,1,2,"2","2","2"
534,1,3,"1","2","2"
534,2,1,"1","2","1"
534,2,2,"1","1","1"
534,2,3,"2","2","2"
534,3,1,"2","2","1"
534,3,2,"1","1","2"
534,3,3,"1","2","2"
534,4,1,"1","1","1"
534,4,2,"2","1","1"
534,4,3,"2","2","2"
534,5,1,"2","1","1"
534,5,2,"2","1","2"
534,5,3,"2","2","1"
534,6,1,"1","2","2"
534,6,2,"2","1","2"
534,6,3,"2","1","1"
535,1,1,"1","1","1"
535,1,2,"2","2","2"
535,1,3,"1","1","2"
535,2,1,"1","2","2"
535,2,2,"2","2","2"
535,2,3,"2","2","1"
535,3,1,"1","2","2"
535,3,2,"2","1","1"
535,3,3,"2","2","1"
535,4,1,"1","1","2"
535,4,2,"1","2","1"
535,4,3,"2","1","2"
535,5,1,"2","2","1"
535,5,2,"1","2","2"
535,5,3,"1","2","1"
535,6,1,"2","1","1"
535,6,2,"2","2","1"
535,6,3,"1","1","2"
536,1,1,"2","1","1"
536,1,2,"1","2","1"
536,1,3,"2","2","1"
536,2,1,"2","1","2"
536,2,2,"2","2","2"
536,2,3,"1","1","1"
536,3,1,"1","1","1"
536,3,2,"2","1","1"
536,3,3,"1","2","2"
536,4,1,"1","1","1"
536,4,2,"2","2","1"
536,4,3,"2","2","2"
536,5,1,"1","1","1"
536,5,2,"2","1","2"
536,5,3,"1","2","1"
536,6,1,"1","1","1"
536,6,2,"2","2","1"
536,6,3,"2","2","2"
537,1,1,"1","1","1"
537,1,2,"2","2","1"
537,1,3,"2","1","2"
537,2,1,"2","1","1"
537,2,2,"1","2","2"
537,2,3,"2","2","2"
537,3,1,"1","1","2"
537,3,2,"1","2","2"
537,3,3,"2","1","2"
537,4,1,"2","1","1"
537,4,2,"1","1","1"
537,4,3,"2","2","1"
537,5,1,"2","2","2"
537,5,2,"1","1","1"
537,5,3,"2","2","1"
537,6,1,"2","2","2"
537,6,2,"1","1","1"
537,6,3,"1","2","1"
538,1,1,"2","2","2"
538,1,2,"2","1","1"
538,1,3,"2","1","2"
538,2,1,"2","1","2"
538,2,2,"1","2","2"
538,2,3,"2","2","1"
538,3,1,"2","2","2"
538,3,2,"1","2","1"
538,3,3,"2","1","2"
538,4,1,"2","2","2"
538,4,2,"1","2","2"
538,4,3,"2","1","2"
538,5,1,"2","2","2"
538,5,2,"2","1","2"
538,5,3,"1","2","2"
538,6,1,"2","2","2"
538,6,2,"2","1","2"
538,6,3,"1","2","2"
539,1,1,"1","2","2"
539,1,2,"2","2","2"
539,1,3,"2","1","1"
539,2,1,"1","1","1"
539,2,2,"1","2","1"
539,2,3,"2","2","2"
539,3,1,"1","2","1"
539,3,2,"1","1","1"
539,3,3,"1","2","2"
539,4,1,"1","1","1"
539,4,2,"2","2","2"
539,4,3,"1","2","2"
539,5,1,"2","1","2"
539,5,2,"1","1","2"
539,5,3,"1","2","1"
539,6,1,"2","1","1"
539,6,2,"1","2","2"
539,6,3,"2","1","2"
540,1,1,"1","2","1"
540,1,2,"1","1","2"
540,1,3,"2","1","2"
540,2,1,"2","2","1"
540,2,2,"1","1","1"
540,2,3,"1","1","2"
540,3,1,"1","1","1"
540,3,2,"1","2","2"
540,3,3,"1","2","1"
540,4,1,"1","1","1"
540,4,2,"2","1","2"
540,4,3,"1","2","1"
540,5,1,"1","2","2"
540,5,2,"2","2","2"
540,5,3,"2","2","1"
540,6,1,"2","1","2"
540,6,2,"1","2","1"
540,6,3,"1","1","1"
541,1,1,"2","2","1"
541,1,2,"1","2","1"
541,1,3,"1","1","1"
541,2,1,"2","1","2"
541,2,2,"2","2","1"
541,2,3,"1","1","1"
541,3,1,"2","2","2"
541,3,2,"2","2","1"
541,3,3,"1","2","2"
541,4,1,"2","1","2"
541,4,2,"1","2","1"
541,4,3,"2","2","1"
541,5,1,"2","1","1"
541,5,2,"1","1","2"
541,5,3,"2","1","2"
541,6,1,"2","2","1"
541,6,2,"1","2","2"
541,6,3,"1","1","2"
542,1,1,"1","1","2"
542,1,2,"2","1","2"
542,1,3,"2","1","1"
542,2,1,"1","2","2"
542,2,2,"1","2","1"
542,2,3,"2","1","1"
542,3,1,"1","2","1"
542,3,2,"1","1","1"
542,3,3,"1","1","2"
542,4,1,"2","2","1"
542,4,2,"1","2","1"
542,4,3,"1","1","1"
542,5,1,"2","1","2"
542,5,2,"2","2","1"
542,5,3,"1","1","2"
542,6,1,"2","1","2"
542,6,2,"1","1","2"
542,6,3,"1","2","1"
543,1,1,"1","2","1"
543,1,2,"2","2","2"
543,1,3,"1","2","2"
543,2,1,"2","2","2"
543,2,2,"2","1","2"
543,2,3,"1","1","2"
543,3,1,"2","2","1"
543,3,2,"1","1","2"
543,3,3,"2","1","2"
543,4,1,"2","1","2"
543,4,2,"1","2","2"
543,4,3,"1","1","2"
543,5,1,"2","1","1"
543,5,2,"1","2","2"
543,5,3,"1","2","1"
543,6,1,"1","2","1"
543,6,2,"1","1","2"
543,6,3,"1","2","2"
544,1,1,"1","1","2"
544,1,2,"2","1","2"
544,1,3,"1","2","2"
544,2,1,"1","2","2"
544,2,2,"2","2","2"
544,2,3,"1","2","1"
544,3,1,"1","2","1"
544,3,2,"1","1","1"
544,3,3,"2","2","2"
544,4,1,"2","1","1"
544,4,2,"2","2","2"
544,4,3,"2","1","2"
544,5,1,"1","1","1"
544,5,2,"2","2","1"
544,5,3,"1","1","2"
544,6,1,"2","2","1"
544,6,2,"1","1","1"
544,6,3,"2","1","2"
545,1,1,"2","1","1"
545,1,2,"1","2","2"
545,1,3,"2","2","1"
545,2,1,"1","2","1"
545,2,2,"1","1","1"
545,2,3,"2","2","1"
545,3,1,"1","1","2"
545,3,2,"2","1","1"
545,3,3,"2","2","2"
545,4,1,"2","1","1"
545,4,2,"1","1","2"
545,4,3,"1","2","2"
545,5,1,"2","1","2"
545,5,2,"1","2","2"
545,5,3,"2","2","2"
545,6,1,"2","1","1"
545,6,2,"2","1","2"
545,6,3,"1","1","2"
546,1,1,"2","1","2"
546,1,2,"2","1","1"
546,1,3,"1","1","1"
546,2,1,"1","2","1"
546,2,2,"2","2","1"
546,2,3,"2","2","2"
546,3,1,"2","2","2"
546,3,2,"1","2","2"
546,3,3,"1","1","1"
546,4,1,"2","1","1"
546,4,2,"1","1","1"
546,4,3,"1","2","1"
546,5,1,"2","1","2"
546,5,2,"1","2","2"
546,5,3,"1","1","2"
546,6,1,"2","1","2"
546,6,2,"1","1","2"
546,6,3,"2","2","1"
547,1,1,"1","2","2"
547,1,2,"1","1","1"
547,1,3,"2","1","1"
547,2,1,"1","2","1"
547,2,2,"2","2","2"
547,2,3,"1","2","2"
547,3,1,"1","1","1"
547,3,2,"1","2","1"
547,3,3,"2","1","2"
547,4,1,"2","1","1"
547,4,2,"1","2","2"
547,4,3,"1","1","1"
547,5,1,"2","1","1"
547,5,2,"1","1","2"
547,5,3,"2","2","2"
547,6,1,"2","1","1"
547,6,2,"2","2","1"
547,6,3,"1","1","1"
548,1,1,"1","1","2"
548,1,2,"1","1","1"
548,1,3,"2","1","2"
548,2,1,"2","1","1"
548,2,2,"2","2","1"
548,2,3,"2","1","2"
548,3,1,"2","2","2"
548,3,2,"2","1","1"
548,3,3,"1","1","1"
548,4,1,"1","2","2"
548,4,2,"1","2","1"
548,4,3,"2","2","1"
548,5,1,"2","1","1"
548,5,2,"1","1","1"
548,5,3,"2","2","2"
548,6,1,"1","2","1"
548,6,2,"2","2","1"
548,6,3,"1","1","1"
549,1,1,"2","1","1"
549,1,2,"1","1","2"
549,1,3,"1","2","1"
549,2,1,"2","1","1"
549,2,2,"1","2","2"
549,2,3,"2","2","1"
549,3,1,"1","2","1"
549,3,2,"1","1","2"
549,3,3,"2","1","1"
549,4,1,"1","2","1"
549,4,2,"2","2","1"
549,4,3,"1","1","1"
549,5,1,"2","1","2"
549,5,2,"1","2","2"
549,5,3,"2","1","1"
549,6,1,"1","1","2"
549,6,2,"1","2","1"
549,6,3,"2","1","1"
550,1,1,"1","1","1"
550,1,2,"2","1","1"
550,1,3,"1","1","2"
550,2,1,"2","2","1"
550,2,2,"2","1","1"
550,2,3,"2","1","2"
550,3,1,"1","2","1"
550,3,2,"1","1","1"
550,3,3,"2","1","1"
550,4,1,"1","1","1"
550,4,2,"1","1","2"
550,4,3,"1","2","1"
550,5,1,"1","1","1"
550,5,2,"2","2","1"
550,5,3,"1","2","2"
550,6,1,"2","2","2"
550,6,2,"2","1","1"
550,6,3,"1","1","2"
551,1,1,"2","1","2"
551,1,2,"2","2","1"
551,1,3,"1","1","1"
551,2,1,"1","1","2"
551,2,2,"2","2","2"
551,2,3,"2","2","1"
551,3,1,"2","2","1"
551,3,2,"1","1","1"
551,3,3,"2","2","2"
551,4,1,"2","2","2"
551,4,2,"1","1","2"
551,4,3,"2","2","1"
551,5,1,"2","1","1"
551,5,2,"1","2","1"
551,5,3,"1","1","1"
551,6,1,"2","2","1"
551,6,2,"1","1","2"
551,6,3,"2","1","2"
552,1,1,"2","2","2"
552,1,2,"2","1","2"
552,1,3,"1","2","2"
